,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,costfor2,type,city
37715,0,1,4.1,309,70,37,3715,1324,4100.0,0,20
37716,0,1,4.3,429,81,38,4612,1353,3400.0,0,20
37717,0,1,4.1,327,15,46,2294,1404,1300.0,0,20
37718,1,1,4.2,476,15,20,2556,1279,1700.0,0,20
37719,1,1,3.8,91,15,20,4361,1437,1800.0,0,20
37722,0,1,3.9,158,15,20,2106,1455,1100.0,0,20
37726,0,0,3.8,88,51,20,265,1451,750.0,0,20
37727,1,1,4.2,2720,49,13,3721,407,1200.0,1,20
37728,1,1,4.3,968,12,13,2903,386,750.0,1,20
37729,1,0,4.4,1106,48,1,3847,179,600.0,1,20
37730,0,0,4.3,526,48,1,1652,1514,1400.0,1,20
37731,0,0,4.1,388,48,13,3696,333,1100.0,1,20
37732,0,1,3.7,93,48,14,3348,354,1000.0,1,20
37733,0,0,4.1,104,48,19,4417,472,1200.0,1,20
37735,0,0,4.6,2289,12,13,2211,496,1100.0,1,20
37736,1,1,4.2,2854,65,22,4028,1016,800.0,1,20
37737,0,0,4.5,3589,76,13,654,339,900.0,1,20
37738,1,1,4.4,721,49,22,703,8,1700.0,1,20
37739,0,1,4.1,1730,12,13,3024,387,1000.0,1,20
37740,0,0,4.4,2645,12,13,1695,333,600.0,1,20
37741,0,1,4.1,568,49,22,3373,1356,2500.0,1,20
37742,1,0,4.2,3569,12,13,712,460,650.0,1,20
37743,0,0,4.3,72,65,13,2861,481,400.0,1,20
37744,0,0,4.3,792,12,16,4715,454,900.0,1,20
37746,1,0,4.1,117,66,13,1709,169,700.0,1,20
37747,0,0,4.0,1460,49,33,823,793,450.0,1,20
37748,1,0,4.1,481,12,13,668,346,700.0,1,20
37749,1,0,4.3,1135,27,13,645,439,800.0,1,20
37751,0,1,3.9,300,73,13,2363,456,750.0,1,20
37753,1,0,3.6,96,27,16,3592,374,650.0,1,20
37755,1,0,4.1,118,49,14,2364,351,500.0,1,20
37756,0,0,4.2,620,8,13,684,370,500.0,1,20
37759,1,0,3.9,87,65,35,5184,779,400.0,1,20
37760,1,0,3.8,75,8,13,4456,344,650.0,1,20
37762,1,0,3.8,68,12,10,927,512,500.0,1,20
37765,1,0,3.4,122,65,13,1650,363,600.0,1,20
37766,0,1,3.9,316,49,13,2908,405,800.0,1,20
37768,0,0,3.7,145,66,22,425,573,1000.0,1,20
37771,0,0,3.9,74,76,13,2140,377,500.0,1,20
37786,1,0,3.8,261,49,13,1727,333,700.0,1,20
37787,0,0,3.6,104,8,13,700,405,800.0,1,20
37788,1,0,4.1,129,49,22,5189,660,900.0,1,20
37790,0,0,3.6,46,8,13,2015,333,350.0,1,20
37792,1,1,4.7,4811,15,59,4561,1468,1300.0,1,20
37793,0,0,4.0,31,81,17,3792,430,1100.0,1,20
37794,1,0,4.3,657,15,17,835,428,750.0,1,20
37795,0,0,4.3,164,78,13,1623,500,750.0,1,20
37796,1,0,4.1,159,81,13,674,456,300.0,1,20
37797,1,1,4.3,864,15,22,4881,661,1000.0,1,20
37798,1,0,4.2,744,15,13,4511,407,750.0,1,20
37799,0,0,4.2,116,78,22,1702,1080,1000.0,1,20
37800,1,0,4.1,257,81,13,3774,403,500.0,1,20
37803,0,0,4.0,44,81,13,5139,488,1100.0,1,20
37804,0,0,3.8,99,78,13,135,421,600.0,1,20
37805,0,0,3.8,56,81,13,1682,333,2000.0,1,20
37810,1,0,4.5,869,26,29,4542,936,500.0,2,20
37811,1,0,4.3,288,76,62,584,323,500.0,2,20
37812,1,0,3.6,382,11,29,4365,929,450.0,2,20
37813,1,0,4.4,402,72,30,2334,962,400.0,2,20
37815,1,0,4.2,69,4,62,3899,1520,500.0,2,20
37816,1,0,4.1,240,4,62,897,1638,200.0,2,20
37819,1,0,4.0,1084,8,66,539,787,550.0,2,20
37821,1,0,3.8,93,20,62,4244,1507,300.0,2,20
37822,1,0,3.7,592,72,62,888,880,250.0,2,20
37823,1,0,4.3,294,65,72,1841,1399,500.0,2,20
37824,1,0,4.2,382,78,13,5200,1488,500.0,2,20
37825,1,0,3.4,357,18,62,778,1163,350.0,2,20
37827,1,0,4.2,3569,12,13,712,460,650.0,2,20
37828,1,0,3.3,262,73,20,278,1203,500.0,2,20
37829,1,0,3.4,83,81,72,5085,1163,200.0,2,20
37831,1,0,4.0,3236,12,20,3412,1409,750.0,2,20
37833,1,0,4.0,114,65,29,2273,236,650.0,2,20
37834,1,0,3.8,235,73,62,2191,1484,750.0,2,20
37835,1,0,3.8,71,4,30,2332,797,400.0,2,20
37837,1,0,3.6,209,15,62,547,323,400.0,2,20
37839,1,0,3.9,376,49,70,4112,1128,200.0,2,20
37840,1,0,3.8,99,81,29,3797,1475,800.0,2,20
37841,1,0,4.0,152,72,20,2857,1163,600.0,2,20
37842,1,0,4.0,629,61,35,4852,782,450.0,2,20
37843,1,0,4.9,1749,8,30,1610,772,400.0,2,20
37844,1,1,3.8,195,76,20,2116,275,800.0,2,20
37845,1,0,4.1,206,78,62,1720,1604,250.0,2,20
37846,1,0,4.1,166,4,62,5211,686,500.0,2,20
37847,1,0,3.9,107,81,29,4299,1197,500.0,2,20
37848,1,0,3.9,653,14,62,521,324,600.0,2,20
37849,1,1,3.2,60,76,62,265,861,400.0,2,20
37851,1,0,4.2,740,72,62,487,870,250.0,2,20
37852,1,0,4.3,150,78,20,747,295,650.0,2,20
37854,1,1,4.4,3702,48,23,3309,1474,1300.0,2,20
37855,1,0,4.6,2513,48,20,1465,814,1600.0,2,20
37857,1,1,4.2,2720,49,13,3721,407,1200.0,2,20
37860,1,0,3.8,68,12,10,927,512,500.0,2,20
37862,1,0,4.0,47,66,30,1913,778,300.0,2,20
37863,1,0,4.5,221,8,41,246,778,450.0,2,20
37864,1,0,4.0,177,78,20,1044,237,750.0,2,20
37865,1,1,4.7,4811,15,59,4561,1468,1300.0,2,20
37866,1,0,3.9,107,48,62,4354,943,500.0,2,20
37867,1,0,4.2,84,72,62,5020,1638,150.0,2,20
37868,1,0,3.9,105,30,62,2205,822,200.0,2,20
37869,1,0,3.0,165,12,62,4226,830,350.0,2,20
37870,1,0,4.4,1106,48,1,3847,179,600.0,2,20
37871,1,0,2.8,110,73,20,4981,620,500.0,2,20
37872,1,0,2.9,75,73,20,299,1163,500.0,2,20
37873,1,1,4.3,2047,49,20,4712,1637,1500.0,2,20
37874,1,0,3.6,124,8,43,528,1680,400.0,2,20
37875,1,0,3.9,87,65,35,5184,779,400.0,2,20
37876,1,0,3.9,272,49,12,127,1663,250.0,2,20
37877,1,0,4.2,175,14,20,2987,1158,800.0,2,20
37880,1,0,3.7,43,61,20,4923,604,900.0,2,20
37881,1,1,4.2,404,8,5,3345,898,1600.0,2,20
37882,1,0,3.5,61,20,62,3906,1008,300.0,2,20
37883,1,0,4.1,54,65,20,1802,937,550.0,2,20
37884,1,1,4.5,1636,15,20,3660,1014,1300.0,2,20
37887,1,0,4.3,120,76,30,5165,794,400.0,2,20
37889,1,0,4.1,129,49,22,5189,660,900.0,2,20
37893,1,1,4.1,629,15,20,3587,47,1100.0,2,20
37894,1,0,3.9,103,8,70,917,1128,400.0,2,20
37895,1,0,3.8,54,14,11,4968,783,400.0,2,20
37896,1,0,4.2,443,78,14,1633,483,700.0,2,20
37897,1,0,4.3,579,78,13,1341,408,700.0,2,20
37898,1,0,3.9,86,72,62,2688,871,200.0,2,20
37899,1,1,4.0,1024,8,20,3337,1382,700.0,2,20
37901,1,0,3.9,149,20,30,4245,962,500.0,2,20
37902,1,0,3.2,65,49,45,3619,942,300.0,2,20
37906,1,0,4.2,94,8,62,2028,1571,300.0,2,20
37908,1,0,3.8,62,76,20,3470,1599,400.0,2,20
37910,1,0,4.0,70,45,29,2558,1119,600.0,2,20
37912,1,0,3.9,113,73,62,4205,866,250.0,2,20
37913,1,0,4.1,79,14,64,4533,869,350.0,2,20
37914,1,0,3.9,111,72,30,2356,784,400.0,2,20
37915,1,0,3.8,122,49,62,3859,1484,400.0,2,20
37916,1,0,2.8,302,14,20,3033,236,500.0,2,20
37917,1,1,4.4,2239,48,39,4759,1020,3000.0,2,20
37919,1,0,4.3,129,8,20,5001,1664,700.0,2,20
37921,1,0,3.9,241,4,13,2150,333,700.0,2,20
37923,1,0,4.1,46,4,9,435,215,400.0,2,20
37925,1,0,4.3,7568,12,46,3362,33,1500.0,2,20
37926,1,0,3.9,148,8,41,1902,182,450.0,2,20
37927,1,0,3.8,111,78,62,4304,84,300.0,2,20
37930,1,0,4.1,257,81,13,3774,403,500.0,2,20
37933,1,1,4.2,2854,65,22,4028,1016,800.0,2,20
37934,1,0,4.2,132,8,30,90,955,180.0,2,20
37935,1,0,3.9,61,73,9,2165,217,150.0,2,20
37936,1,0,4.0,29,0,0,1319,181,500.0,2,20
37937,1,0,4.2,1770,76,20,3312,627,750.0,2,20
37938,1,0,3.9,456,65,62,2315,271,400.0,2,20
37940,1,0,2.6,310,73,20,3077,1152,700.0,2,20
37941,1,0,3.8,111,15,30,1184,188,500.0,2,20
37942,1,0,4.3,657,15,17,835,428,750.0,2,20
37943,0,1,4.4,2052,48,21,2262,933,1200.0,2,20
37946,1,1,3.9,96,8,21,113,1154,1300.0,2,20
37947,0,0,4.3,1720,12,46,2831,714,1300.0,2,20
37954,1,0,4.1,45,12,30,3304,794,300.0,2,20
37955,1,0,3.8,265,66,20,2721,606,850.0,2,20
37956,1,0,3.9,206,76,20,4201,1242,500.0,2,20
37957,1,0,3.8,165,4,62,3972,1486,600.0,2,20
37958,1,0,4.0,114,49,20,3693,978,1000.0,2,20
37960,1,0,4.1,481,12,13,668,346,700.0,2,20
37961,1,1,4.3,864,15,22,4881,661,1000.0,2,20
37964,1,0,4.2,231,48,2,2683,194,300.0,2,20
37965,1,0,4.3,327,12,20,2613,1382,800.0,2,20
37966,1,0,3.9,227,12,20,4320,1349,950.0,2,20
37967,1,0,3.8,59,14,69,1885,858,300.0,2,20
37968,1,0,3.9,366,65,20,2223,1270,800.0,2,20
37971,1,0,3.3,65,8,13,832,437,900.0,2,20
37973,1,0,3.7,54,4,13,3654,360,600.0,2,20
37974,1,0,3.9,212,8,20,3925,1491,800.0,2,20
37976,1,0,4.0,186,14,62,4267,871,350.0,2,20
37977,1,0,3.9,87,78,20,2309,1249,500.0,2,20
37980,1,1,4.2,984,78,21,4642,919,1000.0,2,20
37981,1,0,3.7,184,8,62,611,834,500.0,2,20
37982,1,0,4.1,161,76,62,3536,1461,300.0,2,20
37984,1,1,4.2,2286,76,21,1523,820,1400.0,2,20
37986,1,1,4.4,1849,48,20,3928,1015,1500.0,2,20
37987,1,0,4.2,744,15,13,4511,407,750.0,2,20
37990,1,0,4.1,184,48,30,1729,772,550.0,2,20
37993,1,1,4.1,2144,8,27,4374,540,2000.0,2,20
37999,1,0,4.3,98,78,20,4618,1094,550.0,2,20
38002,1,1,4.0,938,12,21,615,22,1000.0,2,20
38003,1,0,3.9,170,20,62,4198,1406,600.0,2,20
38004,1,0,3.9,65,8,63,701,824,250.0,2,20
38006,1,1,4.3,772,48,20,4915,1504,1400.0,2,20
38007,0,0,2.5,35,4,62,106,822,200.0,2,20
38009,1,0,4.1,1131,8,20,4705,14,1500.0,2,20
38013,1,0,4.1,117,66,13,1709,169,700.0,2,20
38014,1,0,4.0,869,48,62,1400,1618,400.0,2,20
38016,1,0,2.8,55,81,62,2763,1627,400.0,2,20
38018,1,0,3.7,75,65,30,5133,778,350.0,2,20
38020,1,0,3.8,106,65,62,5035,1571,200.0,2,20
38023,1,0,3.9,156,85,20,2713,1203,450.0,2,20
38024,1,0,4.2,121,48,21,4338,1159,1000.0,2,20
38025,1,0,3.8,261,49,13,1727,333,700.0,2,20
38027,1,0,4.1,159,81,13,674,456,300.0,2,20
38031,1,0,2.9,50,8,62,2794,1599,350.0,2,20
38032,1,0,4.0,140,12,62,2135,826,400.0,2,20
38033,1,0,4.0,68,12,30,2331,772,250.0,2,20
38036,1,0,3.9,185,73,20,1719,1609,400.0,2,20
38037,1,0,4.1,1214,8,4,1578,665,2000.0,2,20
38038,1,0,3.8,208,15,20,4934,1607,400.0,2,20
38039,1,1,4.3,968,12,13,2903,386,750.0,2,20
38040,1,1,4.3,74,8,20,99,1551,700.0,2,20
38041,1,0,4.2,34,15,30,2054,792,300.0,2,20
38045,1,0,4.4,227,49,62,694,320,700.0,2,20
38047,1,1,4.1,770,78,21,4732,29,1200.0,2,20
38049,0,0,3.7,32,14,20,265,1342,800.0,2,20
38050,1,0,3.6,53,12,20,3569,1241,600.0,2,20
38051,1,1,4.1,300,66,20,429,920,1000.0,2,20
38052,1,0,3.6,83,73,20,3068,1203,500.0,2,20
38054,1,0,3.9,134,81,20,4900,1098,700.0,2,20
38056,1,0,4.4,69,48,62,2446,794,300.0,2,20
38058,0,0,3.9,156,48,20,907,1237,600.0,2,20
38060,0,0,4.1,1545,48,57,188,765,1200.0,2,20
38061,1,0,3.7,66,78,13,2850,484,800.0,2,20
38063,1,0,4.3,2151,65,20,1058,240,600.0,2,20
38064,1,0,3.6,96,27,16,3592,374,650.0,2,20
38068,1,0,4.1,118,49,14,2364,351,500.0,2,20
38070,1,0,3.9,56,76,62,1283,257,400.0,2,20
38071,0,1,4.1,1339,48,21,3756,815,2100.0,2,20
38072,1,0,4.0,789,66,62,4288,90,400.0,2,20
38077,1,1,4.4,232,49,5,3394,122,2000.0,2,20
38078,1,0,3.8,76,20,62,4554,1163,300.0,2,20
38084,1,0,4.0,280,72,20,3211,1301,600.0,2,20
38085,1,0,3.4,122,65,13,1650,363,600.0,2,20
38089,1,0,3.8,75,85,20,2140,674,1000.0,2,20
38094,1,0,3.0,40,8,30,242,956,200.0,2,20
38095,1,0,3.7,280,8,20,4603,1279,800.0,2,20
38099,0,0,3.8,99,78,13,135,421,600.0,2,20
38100,1,1,2.2,409,49,20,3160,1115,1000.0,2,20
38104,1,1,4.2,4748,12,20,858,1213,1500.0,2,20
38107,1,0,3.9,113,78,62,2570,1163,150.0,2,20
38111,1,0,3.8,38,78,20,1411,214,400.0,2,20
38113,1,0,3.4,76,20,72,34,1275,400.0,2,20
38116,1,1,4.3,569,73,20,2095,572,1200.0,2,20
38118,1,0,3.9,256,20,20,386,1103,700.0,2,20
38119,1,1,4.4,1124,12,21,2093,209,1200.0,2,20
38120,0,1,4.0,930,8,20,5087,1501,800.0,2,20
38121,1,0,3.8,75,8,13,4456,344,650.0,2,20
38122,1,0,3.4,63,12,62,1895,267,400.0,2,20
38124,1,1,4.5,1238,76,21,4758,146,1700.0,2,20
38125,1,0,3.9,119,78,20,1762,514,600.0,2,20
38126,1,0,3.700511687126141,0,49,20,265,256,800.0,2,20
38127,1,1,4.5,1418,12,21,2373,522,1700.0,2,20
38128,1,0,3.9,464,78,16,1347,341,800.0,2,20
38130,1,0,3.7,160,15,20,3277,606,700.0,2,20
38131,1,0,4.0,55,8,20,4643,1025,1500.0,2,20
38132,1,1,4.3,509,48,21,4153,560,1300.0,2,20
38134,1,0,2.6,72,4,62,798,1599,300.0,2,20
38135,1,1,3.9,1937,49,20,4387,1673,2100.0,2,20
38138,1,0,4.1,398,15,20,805,545,600.0,2,20
38139,1,1,4.1,456,12,20,2569,1163,600.0,2,20
38140,1,1,4.2,476,15,20,2556,1279,1700.0,2,20
38141,1,0,4.1,403,15,20,2553,1385,750.0,2,20
38142,1,1,3.9,1370,49,37,3047,1163,2100.0,2,20
38145,1,0,3.5,126,20,20,3229,560,700.0,2,20
38146,1,0,4.2,136,15,20,3142,162,1500.0,2,20
38147,1,1,4.2,176,13,20,4956,1293,700.0,2,20
38148,1,1,4.3,3492,48,61,5205,648,1700.0,2,20
38150,1,1,4.1,864,65,20,4626,1544,1400.0,2,20
38151,1,0,4.0,785,12,20,4949,42,650.0,2,20
38152,0,0,3.6,104,8,13,700,405,800.0,2,20
38153,1,0,4.0,362,65,20,2455,612,1000.0,2,20
38157,1,0,3.3,204,15,20,3241,525,600.0,2,20
38158,1,1,4.0,457,15,20,1761,606,1000.0,2,20
38160,1,0,4.3,909,78,20,4761,1019,2000.0,2,20
38161,1,0,3.7,50,51,20,365,1564,750.0,2,20
38163,1,1,4.2,2930,12,20,4733,976,1000.0,2,20
38165,1,1,4.4,719,66,20,83,1096,1000.0,2,20
38166,1,1,4.2,856,12,20,3012,1544,1400.0,2,20
38168,1,1,4.2,354,66,20,3175,1559,1200.0,2,20
38169,1,1,4.0,379,15,20,3339,1250,850.0,2,20
38170,1,1,4.3,3150,49,20,76,1424,1500.0,2,20
38172,1,0,3.8,177,72,62,1285,236,300.0,2,20
38174,1,1,4.4,219,76,20,4621,1539,850.0,2,20
38177,1,0,3.9,122,20,20,478,675,1000.0,2,20
38178,1,1,4.5,871,49,20,1504,157,1800.0,2,20
38181,1,0,4.0,141,30,20,4311,1284,550.0,2,20
38182,1,1,3.8,81,78,20,3197,606,800.0,2,20
38185,1,0,3.4,48,78,62,1835,1163,300.0,2,20
38187,1,0,2.1,253,26,29,3044,1393,500.0,2,20
38188,1,0,4.2,860,78,20,4999,1665,1800.0,2,20
38189,1,0,4.0,1103,78,20,69,1056,1300.0,2,20
38191,0,0,4.3,1789,65,20,3038,43,800.0,2,20
38192,0,0,4.2,1363,66,20,2388,287,700.0,2,20
38193,0,0,4.3,72,65,13,2861,481,400.0,2,20
38197,0,0,4.0,102,66,20,1924,522,550.0,2,20
38200,0,0,3.0,108,49,20,2272,1311,800.0,2,20
38201,0,0,3.7,145,66,22,425,573,1000.0,2,20
38210,0,0,2.9,46,73,20,348,1612,550.0,2,20
38219,0,0,4.1,121,66,20,767,1203,600.0,2,20
38221,1,0,4.1,118,66,20,1758,642,1000.0,2,20
38222,1,0,3.5,47,85,20,984,1557,450.0,2,20
38225,1,0,3.6,118,66,20,1186,522,500.0,2,20
38226,1,0,3.9,158,27,20,3250,610,1300.0,2,20
38227,1,0,3.7,46,61,20,64,1557,1000.0,2,20
38231,1,1,3.8,203,66,20,4827,1265,1200.0,2,20
38234,1,1,4.0,190,74,21,312,1368,1300.0,2,20
38236,1,0,3.7,110,74,20,2234,1143,700.0,2,20
38237,1,0,3.8,169,73,62,1691,1424,250.0,2,20
38239,1,0,3.6,79,65,62,1901,1562,500.0,2,20
38242,0,1,4.3,2698,8,5,154,721,1300.0,2,20
38243,0,1,4.1,101,65,57,1574,666,1000.0,2,20
38244,0,0,3.9,234,47,5,1571,1002,1000.0,2,20
38246,1,0,3.9,86,61,5,4651,726,1500.0,2,20
38252,1,1,4.2,508,73,20,3612,1137,800.0,2,20
38253,0,0,4.5,3589,76,13,654,339,900.0,2,20
38254,1,1,4.4,721,49,22,703,8,1700.0,2,20
38255,0,1,4.4,2275,81,20,4734,21,1100.0,2,20
38256,0,1,4.3,531,73,20,4762,1019,1400.0,2,20
38257,0,0,4.3,1189,65,20,3226,522,550.0,2,20
38258,0,0,4.4,1912,65,30,5149,964,400.0,2,20
38259,0,0,4.1,491,61,20,2754,1597,600.0,2,20
38261,0,0,4.3,164,78,13,1623,500,750.0,2,20
38262,0,0,4.1,362,66,62,157,1188,400.0,2,20
38263,0,0,4.3,792,12,16,4715,454,900.0,2,20
38264,0,0,3.9,84,12,62,2947,522,500.0,2,20
38265,0,0,4.1,787,65,20,337,1383,800.0,2,20
38266,0,0,4.0,1460,49,33,823,793,450.0,2,20
38267,0,0,4.3,539,12,20,4360,1160,800.0,2,20
38268,0,0,4.3,185,12,30,5163,794,500.0,2,20
38269,1,0,4.3,1135,27,13,645,439,800.0,2,20
38270,1,0,4.0,101,76,62,4500,1029,150.0,2,20
38271,0,0,3.9,58,14,72,1311,181,1200.0,2,20
38272,0,0,4.2,620,8,13,684,370,500.0,2,20
38273,0,0,2.7,77,49,62,483,1242,500.0,2,20
38276,0,0,3.8,136,51,20,994,1203,650.0,2,20
38281,0,0,4.0,54,15,62,3147,1118,400.0,2,20
38282,0,0,3.9,82,51,20,1033,604,450.0,2,20
38285,0,0,3.7,95,12,62,4672,822,500.0,2,20
38287,0,0,3.7,62,15,62,4261,822,200.0,2,20
38289,0,0,3.9,135,76,20,3937,990,800.0,2,20
38299,0,0,3.9,122,8,20,1202,1022,500.0,2,20
38308,0,1,3.9,158,15,20,2106,1455,1100.0,2,20
38310,0,0,4.0,209,65,20,4722,560,500.0,2,20
38311,0,0,4.2,222,76,30,2728,957,200.0,2,20
38323,0,0,3.9,42,8,20,2929,619,500.0,2,20
38325,0,0,4.1,399,74,62,2265,1185,300.0,2,20
38351,0,0,3.4,8,8,62,4806,1163,450.0,2,20
38352,0,0,3.4,10,49,62,2213,1216,350.0,2,20
38373,0,0,3.8,41,65,62,4448,211,100.0,2,20
38374,0,0,3.4,27,49,62,3561,1378,300.0,2,20
38393,0,0,3.0,53,12,62,4875,1607,250.0,2,20
38403,0,0,3.9,435,20,20,1127,1147,550.0,2,20
38413,0,0,3.7,68,8,20,397,1597,500.0,2,20
38416,1,0,2.9,48,78,3,1749,187,400.0,2,20
38433,0,0,3.5,140,12,20,2730,1163,600.0,2,20
38435,1,1,3.8,91,15,20,4361,1437,1800.0,2,20
38436,1,1,4.3,1052,48,20,3921,987,1600.0,2,20
38437,1,1,3.8,200,49,20,3074,988,1600.0,2,20
38438,1,0,4.4,1106,48,1,3847,179,600.0,3,20
38439,0,0,4.3,526,48,1,1652,1514,1400.0,3,20
38440,1,0,4.4,69,48,62,2446,794,300.0,3,20
38441,0,0,4.5,291,48,30,2344,962,400.0,3,20
38442,1,0,4.2,231,48,2,2683,194,300.0,3,20
38444,0,0,3.9,91,48,11,4977,783,400.0,3,20
38446,1,0,4.1,184,48,30,1729,772,550.0,3,20
38450,1,1,4.2,508,73,20,3612,1137,800.0,3,20
38451,1,1,4.2,2854,65,22,4028,1016,800.0,3,20
38452,0,1,4.3,476,65,54,1766,1131,2000.0,3,20
38453,0,1,4.1,1769,12,13,1738,387,1000.0,3,20
38454,1,0,4.0,1084,8,66,539,787,550.0,3,20
38455,0,0,4.4,1912,65,30,5149,964,400.0,3,20
38456,0,0,4.5,236,66,30,2357,795,1250.0,3,20
38457,1,0,4.9,1749,8,30,1610,772,400.0,3,20
38459,0,0,3.4,225,14,62,2282,1650,300.0,3,20
38461,1,0,4.1,45,12,30,3304,794,300.0,3,20
38462,1,0,4.1,117,66,13,1709,169,700.0,3,20
38463,0,0,4.0,1460,49,33,823,793,450.0,3,20
38464,0,0,4.3,185,12,30,5163,794,500.0,3,20
38466,1,1,4.1,300,66,20,429,920,1000.0,3,20
38467,1,0,4.1,118,49,14,2364,351,500.0,3,20
38468,1,0,4.5,221,8,41,246,778,450.0,3,20
38470,0,0,3.6,53,66,3,3976,188,300.0,3,20
38471,1,0,4.1,79,14,64,4533,869,350.0,3,20
38472,1,0,4.3,120,76,30,5165,794,400.0,3,20
38473,0,0,4.0,79,49,30,1642,772,800.0,3,20
38474,0,0,4.0,185,14,62,96,1124,400.0,3,20
38475,1,0,3.9,87,65,35,5184,779,400.0,3,20
38477,1,0,3.9,65,8,63,701,824,250.0,3,20
38478,1,0,3.9,148,8,41,1902,182,450.0,3,20
38483,1,0,3.8,59,14,69,1885,858,300.0,3,20
38486,0,0,4.0,100,65,30,2543,962,150.0,3,20
38489,1,0,3.9,61,73,9,2165,217,150.0,3,20
38490,1,0,4.0,68,12,30,2331,772,250.0,3,20
38492,1,0,4.2,132,8,30,90,955,180.0,3,20
38493,1,0,3.9,103,8,70,917,1128,400.0,3,20
38499,1,0,4.0,122,12,12,4490,218,500.0,3,20
38503,0,0,4.2,222,76,30,2728,957,200.0,3,20
38504,1,0,4.0,47,66,30,1913,778,300.0,3,20
38510,1,0,3.0,40,8,30,242,956,200.0,3,20
38536,0,0,3.4,27,49,62,3561,1378,300.0,3,20
38542,1,0,4.0,93,8,30,2447,772,300.0,3,20
38543,1,0,4.0,49,65,29,957,181,500.0,3,20
38544,1,0,3.7,75,65,30,5133,778,350.0,3,20
38545,0,0,3.9,50,65,30,1644,175,600.0,3,20
38546,1,0,4.1,129,49,22,5189,660,900.0,3,20
38549,1,1,4.7,4811,15,59,4561,1468,1300.0,3,20
38550,0,0,4.0,31,81,17,3792,430,1100.0,3,20
38551,1,0,4.3,657,15,17,835,428,750.0,3,20
38552,1,0,4.2,443,78,14,1633,483,700.0,3,20
38554,1,0,4.1,257,81,13,3774,403,500.0,3,20
38556,1,0,4.0,122,51,62,3441,1128,200.0,3,20
38560,1,0,4.2,34,15,30,2054,792,300.0,3,20
38562,1,0,2.9,48,78,3,1749,187,400.0,3,20
38570,0,1,4.4,2133,48,37,3590,1321,2200.0,4,20
38571,0,1,4.3,766,48,40,1260,1419,3000.0,4,20
38572,0,1,4.4,184,48,21,4731,1019,1800.0,4,20
38573,0,1,4.2,3130,48,46,1509,626,2500.0,4,20
38574,0,1,4.4,885,48,37,1594,148,3000.0,4,20
38575,1,1,4.4,2239,48,39,4759,1020,3000.0,4,20
38576,0,0,4.4,2421,48,25,93,1131,1500.0,4,20
38577,0,1,4.4,2052,48,21,2262,933,1200.0,4,20
38578,1,1,4.4,3702,48,23,3309,1474,1300.0,4,20
38579,0,1,4.1,1339,48,21,3756,815,2100.0,4,20
38580,1,1,4.3,3492,48,61,5205,648,1700.0,4,20
38581,1,0,4.6,2513,48,20,1465,814,1600.0,4,20
38582,0,0,4.3,1043,48,46,3154,1121,1500.0,4,20
38583,0,1,4.6,1438,48,37,4399,1633,2200.0,4,20
38584,1,1,4.3,772,48,20,4915,1504,1400.0,4,20
38586,1,1,4.4,1849,48,20,3928,1015,1500.0,4,20
38587,0,1,4.4,131,48,21,1554,1232,1000.0,4,20
38588,0,1,4.2,337,48,21,461,1382,1000.0,4,20
38589,0,0,4.3,461,48,25,1174,173,1500.0,4,20
38590,0,1,4.2,2079,48,20,1730,812,1500.0,4,20
38591,0,0,4.3,696,48,20,3249,1668,1500.0,4,20
38592,1,1,4.3,509,48,21,4153,560,1300.0,4,20
38593,0,0,4.1,1545,48,57,188,765,1200.0,4,20
38594,1,1,4.3,1052,48,20,3921,987,1600.0,4,20
38595,1,0,4.2,121,48,21,4338,1159,1000.0,4,20
38596,0,0,4.1,388,48,13,3696,333,1100.0,4,20
38597,0,0,3.9,156,48,20,907,1237,600.0,4,20
38598,0,1,3.7,93,48,14,3348,354,1000.0,4,20
38599,0,0,4.1,104,48,19,4417,472,1200.0,4,20
38600,0,0,3.1,122,48,21,427,1311,1200.0,4,20
38601,0,0,3.5,56,48,21,1565,154,1800.0,4,20
38602,0,0,3.9,73,48,46,1565,1631,2500.0,4,20
38604,0,0,3.8,216,48,20,3692,982,2000.0,4,20
38606,1,0,4.4,1106,48,1,3847,179,600.0,4,20
38607,1,0,4.0,869,48,62,1400,1618,400.0,4,20
38608,0,0,3.2,57,48,62,4600,1541,350.0,4,20
38609,1,0,3.9,107,48,62,4354,943,500.0,4,20
38611,0,1,4.4,4605,49,46,1507,156,1700.0,4,20
38612,0,1,4.6,2211,66,20,4385,1109,1800.0,4,20
38613,1,1,4.2,4748,12,20,858,1213,1500.0,4,20
38614,0,0,4.6,3998,65,54,3842,649,1500.0,4,20
38615,1,1,4.3,3150,49,20,76,1424,1500.0,4,20
38616,0,1,4.5,8402,8,61,2491,11,2000.0,4,20
38617,0,0,4.3,1789,65,20,3038,43,800.0,4,20
38618,0,1,4.6,2369,49,37,1945,526,2800.0,4,20
38619,0,0,4.2,1363,66,20,2388,287,700.0,4,20
38620,0,0,4.6,2289,12,13,2211,496,1100.0,4,20
38621,0,0,4.5,1597,8,21,1473,1557,1500.0,4,20
38622,1,1,3.9,1937,49,20,4387,1673,2100.0,4,20
38623,0,1,4.3,343,8,54,1526,139,1500.0,4,20
38624,1,1,4.1,2144,8,27,4372,540,2000.0,4,20
