,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,costfor2,type,city
17652,1,0,3.9,302,16,62,2076,1069,300.0,2,11
17653,1,0,4.0,1391,26,62,725,324,600.0,2,11
17656,1,0,4.2,241,31,62,3567,1415,400.0,2,11
17658,1,0,3.9,639,58,20,3574,1203,400.0,2,11
17659,1,0,3.8,1082,26,29,4368,142,450.0,2,11
17660,1,0,4.1,81,26,62,2483,1163,150.0,2,11
17664,1,0,3.8,61,31,62,1830,1163,400.0,2,11
17666,1,0,3.4,351,18,62,778,1203,350.0,2,11
17667,1,0,3.4,148,31,62,2427,1599,350.0,2,11
17668,1,0,4.3,78,26,30,1357,778,400.0,2,11
17669,1,0,4.2,380,78,13,5200,1488,500.0,2,11
17671,1,0,3.9,418,31,62,265,1203,200.0,2,11
17672,1,0,4.7,2139,26,30,2341,962,400.0,2,11
17674,1,0,4.0,85,58,29,329,236,650.0,2,11
17675,1,0,4.2,1327,31,62,667,331,500.0,2,11
17676,1,0,2.7,67,59,62,4215,1255,400.0,2,11
17677,1,0,3.9,924,26,62,2277,1342,300.0,2,11
17678,1,1,4.0,1129,26,20,2583,1163,1000.0,2,11
17679,1,0,4.1,551,77,62,4181,1591,350.0,2,11
17680,1,0,3.9,43,26,62,2507,1557,150.0,2,11
17683,1,0,4.0,50,26,62,932,1662,200.0,2,11
17684,1,0,3.8,189,10,20,984,949,800.0,2,11
17685,1,0,4.1,1122,16,29,3785,272,650.0,2,11
17686,1,0,4.3,289,26,20,3064,256,800.0,2,11
17687,1,0,3.8,140,26,62,1889,267,400.0,2,11
17688,1,0,4.1,3238,26,20,1012,295,800.0,2,11
17689,1,0,3.2,393,58,62,4101,1203,400.0,2,11
17690,1,0,3.1,282,31,20,3213,606,850.0,2,11
17691,1,0,3.8,259,31,20,62,1552,600.0,2,11
17692,1,0,3.9,83,10,62,1867,1163,300.0,2,11
17693,1,0,4.3,888,16,29,1354,181,500.0,2,11
17694,1,1,3.4,257,31,20,2084,1387,500.0,2,11
17695,1,0,3.9,1615,58,20,2396,287,550.0,2,11
17696,1,0,3.6,133,26,51,1182,309,250.0,2,11
17699,1,0,4.0,1078,8,66,539,321,550.0,2,11
17700,1,1,4.2,1745,26,20,1061,255,750.0,2,11
17701,1,0,3.9,327,58,62,593,323,400.0,2,11
17703,1,1,4.0,210,26,13,681,476,800.0,2,11
17704,1,0,3.9,521,77,20,1048,57,600.0,2,11
17705,1,0,4.1,204,78,62,1720,1604,250.0,2,11
17707,1,0,2.8,211,58,29,3797,1479,300.0,2,11
17708,1,0,3.9,99,78,62,2570,1163,150.0,2,11
17709,1,1,4.2,2015,58,20,5094,165,1000.0,2,11
17711,1,0,4.1,730,26,20,2594,1163,950.0,2,11
17713,1,0,3.2,49,26,62,4188,860,250.0,2,11
17714,1,0,4.1,57,26,70,102,1128,200.0,2,11
17715,1,0,3.9,138,31,20,2671,1183,600.0,2,11
17716,1,1,4.5,3219,26,20,2521,1163,1200.0,2,11
17718,1,1,4.1,522,26,20,3790,621,800.0,2,11
17720,1,0,4.3,146,78,20,748,295,650.0,2,11
17721,1,0,3.9,456,16,20,4021,1226,600.0,2,11
17722,1,0,3.9,238,26,20,2230,1223,800.0,2,11
17723,1,0,4.0,153,26,20,4620,1279,700.0,2,11
17725,1,0,4.4,457,26,29,3602,932,500.0,2,11
17726,0,0,4.6,1313,26,16,651,339,900.0,2,11
17730,1,0,3.8,135,58,33,3387,790,700.0,2,11
17732,1,0,3.9,59,26,29,2557,1119,600.0,2,11
17733,1,0,3.9,82,26,62,557,330,500.0,2,11
17734,1,0,3.8,426,31,20,1014,49,500.0,2,11
17737,1,0,4.0,173,33,29,3552,1163,450.0,2,11
17738,1,0,3.9,190,26,29,1222,924,600.0,2,11
17740,1,0,4.3,1210,26,20,3772,1498,1200.0,2,11
17741,1,0,4.3,127,26,30,2864,772,300.0,2,11
17743,1,0,3.7,443,58,20,2053,1573,400.0,2,11
17744,1,0,3.7,833,26,20,978,1484,750.0,2,11
17745,1,0,3.700511687126141,0,26,29,4070,236,400.0,2,11
17746,1,0,4.2,444,26,20,4948,1540,700.0,2,11
17747,1,0,3.2,574,31,20,4611,516,600.0,2,11
17748,1,0,3.8,221,18,20,2958,560,400.0,2,11
17751,1,1,4.6,5421,26,20,837,814,1600.0,2,11
17752,1,0,4.2,387,26,62,4794,1116,600.0,2,11
17753,1,0,3.1,39,26,29,4498,1523,400.0,2,11
17754,1,1,4.3,367,26,20,3297,1666,1200.0,2,11
17756,1,0,4.0,401,26,13,665,460,650.0,2,11
17757,1,0,4.0,261,58,69,913,1128,400.0,2,11
17759,1,0,3.9,661,26,13,3992,512,500.0,2,11
17760,1,0,3.7,106,10,62,4449,1517,600.0,2,11
17762,1,0,4.1,259,26,30,1920,778,300.0,2,11
17763,1,1,4.1,243,26,20,2497,1039,800.0,2,11
17764,1,0,3.8,185,31,62,4445,822,150.0,2,11
17765,1,0,4.2,734,26,30,1327,772,300.0,2,11
17766,1,0,4.6,3760,26,21,4102,160,1200.0,2,11
17769,1,0,4.1,293,26,20,4614,581,800.0,2,11
17770,1,0,4.4,535,58,29,1793,774,600.0,2,11
17772,1,0,4.6,1689,26,33,2352,786,900.0,2,11
17773,1,0,3.9,160,58,62,2801,1599,40.0,2,11
17774,1,0,3.6,67,26,29,335,1393,300.0,2,11
17775,1,0,4.0,682,31,20,5116,267,750.0,2,11
17776,1,0,3.9,199,26,62,3084,1562,400.0,2,11
17779,1,0,4.2,175,26,12,2251,1662,250.0,2,11
17782,1,0,3.9,647,31,20,3265,611,500.0,2,11
17784,1,0,4.0,264,26,64,707,651,700.0,2,11
17785,1,0,4.1,198,26,20,4634,1554,650.0,2,11
17786,1,0,3.9,56,26,0,3580,175,500.0,2,11
17787,1,1,3.9,53,26,62,3773,285,350.0,2,11
17788,1,0,4.4,154,26,13,3392,449,600.0,2,11
17789,1,0,3.3,59,31,20,3166,1543,750.0,2,11
17790,1,0,3.0,64,16,30,4449,799,200.0,2,11
17791,1,0,4.2,5299,26,1,1705,179,600.0,2,11
17792,1,0,4.0,567,26,11,4964,783,400.0,2,11
17794,1,0,4.7,1594,26,20,4439,127,1500.0,2,11
17796,1,0,4.4,580,77,62,4547,914,450.0,2,11
17798,1,0,3.9,257,26,20,2714,1284,650.0,2,11
17800,1,0,4.0,213,31,9,1997,226,100.0,2,11
17802,1,0,3.9,97,18,62,1087,203,500.0,2,11
17804,1,0,3.0,235,26,29,3939,1475,500.0,2,11
17805,1,0,4.0,528,18,29,677,315,350.0,2,11
17806,0,0,4.1,1075,26,20,875,1462,800.0,2,11
17807,1,0,4.1,128,31,9,4505,229,250.0,2,11
17809,1,0,3.9,140,26,29,1272,1197,500.0,2,11
17810,1,0,3.7,270,26,29,4408,1303,500.0,2,11
17812,1,1,4.5,1619,26,20,3659,1014,1300.0,2,11
17813,0,0,4.2,1926,26,20,3032,43,850.0,2,11
17814,1,0,4.3,3848,26,57,1462,4,1400.0,2,11
17815,1,0,4.3,566,78,13,1340,408,700.0,2,11
17816,1,0,4.2,171,14,20,2987,1158,800.0,2,11
17817,1,0,3.4,334,26,20,344,82,550.0,2,11
17818,1,0,4.2,1204,26,13,4416,452,600.0,2,11
17819,1,0,4.0,359,65,20,2455,612,1000.0,2,11
17820,1,1,4.4,1420,26,21,2170,1163,1100.0,2,11
17821,1,1,4.3,2654,49,13,3723,407,1200.0,2,11
17822,1,1,4.3,2039,49,20,4712,1637,1500.0,2,11
17824,1,0,3.2,166,16,62,3708,1486,600.0,2,11
17825,1,0,3.9,388,26,62,575,323,500.0,2,11
17826,1,0,2.9,319,16,20,1962,1259,1000.0,2,11
17829,1,1,4.1,840,26,20,5129,1229,1200.0,2,11
17831,1,0,4.0,556,26,20,2453,1284,900.0,2,11
17832,1,1,4.3,389,8,5,3345,898,1600.0,2,11
17833,1,0,3.8,55,26,72,3786,1334,500.0,2,11
17835,1,1,3.700511687126141,0,26,20,4756,147,1000.0,2,11
17836,1,0,3.5,60,20,62,3906,1008,300.0,2,11
17837,1,0,4.2,624,26,30,1794,772,300.0,2,11
17838,1,0,4.1,496,31,62,4694,590,300.0,2,11
17841,1,0,4.1,1145,26,16,2990,416,500.0,2,11
17843,1,0,4.4,1865,26,20,1296,1131,1800.0,2,11
17844,1,0,3.7,72,26,13,1613,437,900.0,2,11
17847,1,0,3.9,120,31,62,3984,1646,250.0,2,11
17848,1,0,3.7,257,31,62,4608,296,450.0,2,11
17849,1,1,4.0,1021,8,20,3337,1382,700.0,2,11
17850,1,1,4.0,340,26,62,720,656,800.0,2,11
17851,1,1,3.6,592,26,20,3332,246,850.0,2,11
17852,1,0,3.9,117,49,62,3859,1484,800.0,2,11
17853,1,0,3.3,214,31,62,4944,1163,450.0,2,11
17855,1,0,4.2,125,8,20,5001,1664,700.0,2,11
17856,1,0,4.5,2686,26,33,4989,960,550.0,2,11
17857,1,0,3.9,87,78,20,2309,1249,500.0,2,11
17858,1,0,2.8,94,26,20,3247,612,600.0,2,11
17859,0,1,4.2,902,26,21,42,50,800.0,2,11
17860,1,0,3.0,564,26,20,3740,1618,200.0,2,11
17863,1,0,3.9,137,31,62,4275,1658,300.0,2,11
17865,1,0,4.2,970,26,20,2654,598,1100.0,2,11
17866,1,0,3.9,148,8,41,1902,182,450.0,2,11
17868,1,0,3.0,159,31,20,2694,1557,400.0,2,11
17869,1,0,3.6,179,31,62,1144,1199,350.0,2,11
17871,1,0,3.9,543,26,20,783,1382,800.0,2,11
17875,1,0,2.6,124,26,62,2984,618,500.0,2,11
17877,1,0,4.9,1735,8,30,1610,772,400.0,2,11
17881,1,0,4.0,69,26,20,1872,518,750.0,2,11
17882,1,0,3.3,63,2,20,3140,1204,500.0,2,11
17883,1,0,3.8,1837,26,20,4026,1461,900.0,2,11
17884,1,0,4.3,183,26,62,619,367,650.0,2,11
17887,1,0,3.9,123,26,35,4123,1128,400.0,2,11
17889,1,1,4.1,1827,26,21,3840,1018,1100.0,2,11
17890,1,1,4.4,2558,26,20,3225,158,1600.0,2,11
17891,1,0,3.9,117,78,20,1762,514,600.0,2,11
17892,0,0,4.2,807,26,20,1993,49,900.0,2,11
17893,1,0,3.6,228,26,62,3509,1163,350.0,2,11
17894,1,0,4.1,332,26,22,642,664,800.0,2,11
17897,1,0,4.0,1095,78,20,69,1056,1300.0,2,11
17899,1,0,3.9,205,8,20,3924,1491,800.0,2,11
17901,1,0,4.0,289,26,30,2420,772,300.0,2,11
17902,0,0,3.700511687126141,0,26,20,1413,1121,800.0,2,11
17903,1,0,4.3,374,26,30,1412,1644,400.0,2,11
17905,1,0,4.1,167,26,9,2010,216,400.0,2,11
17906,1,0,3.1,54,26,29,661,626,500.0,2,11
17907,1,1,4.0,930,8,20,5087,1501,800.0,2,11
17910,1,0,4.3,420,26,33,2218,784,400.0,2,11
17911,1,0,3.6,216,77,20,3170,1445,550.0,2,11
17912,0,1,4.2,172,26,49,1575,720,1500.0,2,11
17913,1,0,2.9,229,31,66,3539,1465,250.0,2,11
17914,1,0,4.1,110,26,68,883,1128,150.0,2,11
17915,1,0,4.0,71,26,30,5175,772,400.0,2,11
17916,1,0,3.9,324,58,20,3268,560,600.0,2,11
17918,0,0,3.8,768,26,20,347,518,650.0,2,11
17919,1,0,4.0,106,58,29,3859,1475,750.0,2,11
17920,1,0,4.1,146,31,20,4813,1188,800.0,2,11
17921,1,1,4.3,1236,26,14,2361,391,1000.0,2,11
17924,1,1,4.1,1473,26,20,4704,14,1500.0,2,11
17926,1,0,4.0,84,26,13,647,840,450.0,2,11
17929,1,0,3.6,38,26,62,3368,1163,350.0,2,11
17930,1,0,2.7,283,26,20,1215,522,700.0,2,11
17931,1,0,3.9,77,16,32,4517,778,300.0,2,11
17935,1,0,4.2,216,26,30,4246,796,500.0,2,11
17936,1,0,3.8,31,2,41,5167,778,300.0,2,11
17937,1,1,3.9,1360,49,37,3047,1163,2100.0,2,11
17941,1,1,3.9,96,8,21,113,1154,1300.0,2,11
17942,1,0,4.2,131,8,30,90,962,180.0,2,11
17944,1,0,2.7,71,59,62,4570,1680,400.0,2,11
17947,1,0,3.0,143,16,62,1933,243,200.0,2,11
17950,1,0,3.7,110,31,62,4274,1656,450.0,2,11
17951,1,0,4.4,275,26,30,2215,794,300.0,2,11
17952,1,0,4.2,391,26,13,1978,402,500.0,2,11
17956,1,0,4.1,41,16,31,969,774,400.0,2,11
17958,1,0,4.1,137,26,13,1870,348,750.0,2,11
17960,1,0,4.0,277,31,20,4038,1050,700.0,2,11
17961,1,0,3.0,110,26,20,984,51,700.0,2,11
17962,0,1,4.1,2008,26,20,2572,1163,800.0,2,11
17965,1,0,2.8,413,58,20,3069,1152,700.0,2,11
17967,1,1,4.3,766,26,22,1686,661,1000.0,2,11
17971,1,0,3.9,89,77,29,4434,774,200.0,2,11
17972,1,0,3.0,253,31,20,67,1044,500.0,2,11
17973,1,0,3.8,59,14,69,1885,858,300.0,2,11
17974,1,0,4.3,901,78,20,2692,1019,2000.0,2,11
17977,1,0,4.0,111,49,20,3693,978,1000.0,2,11
17978,1,0,4.3,391,26,13,540,342,700.0,2,11
17979,1,0,4.3,1273,26,16,3827,457,1000.0,2,11
17981,0,0,4.2,583,26,13,5199,428,700.0,2,11
17982,1,0,3.9,122,58,62,4513,218,250.0,2,11
17985,1,0,3.8,80,58,9,4489,225,200.0,2,11
17987,1,0,4.2,159,26,62,2982,218,600.0,2,11
17988,1,0,3.9,224,12,20,4320,1349,950.0,2,11
17989,1,1,4.4,654,26,20,3184,1541,1000.0,2,11
17993,1,0,3.6,91,26,20,288,1290,550.0,2,11
17995,1,0,3.9,209,26,12,4555,218,400.0,2,11
17996,1,0,4.0,736,26,62,4194,1512,500.0,2,11
17997,0,1,4.0,364,26,20,1842,1163,650.0,2,11
18000,1,0,4.1,220,59,20,373,1342,800.0,2,11
18002,1,1,3.9,847,26,20,3111,1181,1200.0,2,11
18003,1,1,4.0,2096,8,27,4373,541,2000.0,2,11
18004,1,0,3.9,65,8,63,621,824,250.0,2,11
18006,1,0,4.3,94,78,20,4619,1094,550.0,2,11
18007,1,0,3.9,187,31,62,3273,1646,250.0,2,11
18009,1,1,4.3,3276,26,20,3601,1012,1400.0,2,11
18011,1,0,3.8,66,26,62,2039,1581,200.0,2,11
18014,1,1,4.3,1788,26,20,5081,283,900.0,2,11
18016,1,0,3.7,243,26,20,754,1163,850.0,2,11
18023,1,1,4.2,217,16,20,218,813,1500.0,2,11
18025,1,0,4.2,456,12,13,562,346,700.0,2,11
18026,1,0,3.9,214,26,62,691,829,400.0,2,11
18030,1,1,4.3,55,8,20,100,1551,700.0,2,11
18031,0,0,4.6,206,26,30,3434,962,200.0,2,11
18032,1,1,4.1,292,66,20,430,920,1000.0,2,11
18034,1,1,4.4,83,26,20,1593,133,1600.0,2,11
18035,1,0,4.0,45,8,20,4643,1025,1500.0,2,11
18039,1,1,4.0,1907,49,20,4386,1673,2100.0,2,11
18041,1,0,2.9,50,8,62,2794,1599,350.0,2,11
18042,1,0,4.1,114,26,14,974,351,450.0,2,11
18044,1,1,4.2,980,78,21,4642,919,1000.0,2,11
18045,0,0,3.9,149,26,30,1786,792,300.0,2,11
18046,0,0,3.9,82,26,62,4409,1030,300.0,2,11
18052,1,1,4.1,80,26,20,1407,1188,1200.0,2,11
18053,1,0,3.7,63,58,29,260,1203,300.0,2,11
18055,0,0,4.0,74,26,2,2355,181,400.0,2,11
18057,1,0,3.6,119,58,20,2019,567,550.0,2,11
18058,1,1,3.9,1380,26,13,1972,456,900.0,2,11
18064,1,0,3.9,169,14,9,4779,211,150.0,2,11
18066,1,1,4.0,144,26,13,2247,464,700.0,2,11
18067,0,0,3.9,145,26,72,4414,685,800.0,2,11
18069,1,0,4.0,1202,8,8,1577,665,2000.0,2,11
18070,1,0,3.1,73,16,62,589,831,500.0,2,11
18072,0,0,3.7,123,26,62,4800,1203,350.0,2,11
18073,1,0,3.8,83,26,30,1992,969,300.0,2,11
18075,1,1,3.9,81,78,20,3197,606,800.0,2,11
18076,0,1,4.0,973,26,5,151,670,1400.0,2,11
18077,1,0,4.1,720,43,29,3402,1487,700.0,2,11
18078,1,0,3.1,97,58,62,346,1203,450.0,2,11
18081,0,0,4.1,666,26,0,1791,181,500.0,2,11
18086,1,1,4.0,1013,26,20,1342,1163,1200.0,2,11
18088,1,0,3.8,259,49,13,1727,333,700.0,2,11
18089,1,1,4.3,4645,26,22,153,1478,600.0,2,11
18091,0,0,4.0,120,26,9,4974,224,350.0,2,11
18092,0,0,2.9,539,26,33,4478,785,500.0,2,11
18095,1,0,3.7,66,78,13,2850,484,800.0,2,11
18096,1,1,4.1,765,78,21,4732,29,1200.0,2,11
18098,1,0,4.2,93,8,62,2028,1571,300.0,2,11
18099,1,0,4.2,115,49,14,2364,351,500.0,2,11
18102,1,0,4.0,133,12,62,2135,826,450.0,2,11
18104,0,0,3.7,130,26,62,37,1170,600.0,2,11
18105,0,1,3.7,289,26,20,4918,1163,600.0,2,11
18107,1,0,4.1,176,26,20,3202,332,600.0,2,11
18109,1,0,3.0,51,31,0,1309,181,400.0,2,11
18110,1,0,3.7,103,43,62,1960,1216,400.0,2,11
18111,1,0,4.0,1072,26,62,4196,871,350.0,2,11
18112,1,0,3.7,278,8,20,4603,1279,800.0,2,11
18113,1,0,4.1,124,49,22,5189,660,900.0,2,11
18116,0,0,3.7,722,26,62,2786,1557,200.0,2,11
18119,1,1,4.2,222,49,5,3394,122,2000.0,2,11
18120,1,1,4.4,1507,26,20,148,560,1700.0,2,11
18121,0,0,3.8,264,26,20,1417,560,650.0,2,11
18127,1,0,3.9,346,26,20,4116,1472,450.0,2,11
18130,0,0,3.4,90,26,13,3702,384,500.0,2,11
18134,1,0,4.0,330,31,62,3331,1203,500.0,2,11
18135,1,0,3.8,133,10,62,4781,1163,200.0,2,11
18136,1,0,4.1,566,26,62,4239,825,400.0,2,11
18137,1,0,3.0,59,26,13,2924,480,500.0,2,11
18139,1,0,4.2,431,78,14,1634,482,700.0,2,11
18141,1,0,3.4,122,65,13,1650,363,600.0,2,11
18143,1,0,4.0,237,26,20,814,1056,500.0,2,11
18144,0,1,4.1,210,26,20,3446,925,1500.0,2,11
18145,0,0,2.7,231,26,62,4650,283,350.0,2,11
18146,1,0,3.8,102,26,30,2414,794,300.0,2,11
18150,1,1,3.9,1437,26,20,3374,1163,1000.0,2,11
18153,1,0,3.8,32,58,72,2266,721,500.0,2,11
18155,1,0,3.8,72,8,13,4456,344,650.0,2,11
18156,1,1,4.1,1052,26,72,472,712,1400.0,2,11
18157,1,1,4.0,419,58,21,4129,547,1400.0,2,11
18158,0,0,3.9,155,26,13,1708,384,700.0,2,11
18159,1,0,4.0,48,26,62,2978,1524,200.0,2,11
18160,0,0,3.0,317,26,20,2166,1599,400.0,2,11
18164,1,0,3.5,54,26,20,265,56,700.0,2,11
18167,1,0,3.2,46,78,62,1835,1163,300.0,2,11
18170,1,0,4.0,85,65,35,5184,443,400.0,2,11
18171,1,0,3.7,87,2,62,3206,522,450.0,2,11
18173,1,0,3.8,110,78,62,4304,84,300.0,2,11
18177,1,0,3.8,71,26,13,2244,333,500.0,2,11
18179,1,0,3.8,137,26,21,4633,1203,750.0,2,11
18181,1,0,3.8,721,26,20,4825,1416,500.0,2,11
18182,1,0,3.8,168,31,62,1128,1278,450.0,2,11
18184,1,0,3.3,73,59,29,3797,1489,750.0,2,11
18185,1,1,4.8,1724,26,20,3860,1009,1200.0,2,11
18191,1,0,3.7,155,26,62,3541,1163,200.0,2,11
18194,1,0,4.2,858,78,20,4999,1665,1800.0,2,11
18195,1,1,4.1,2075,26,20,4092,1500,800.0,2,11
18197,0,0,3.9,49,26,13,2475,333,200.0,2,11
18199,0,0,3.9,71,26,72,1785,175,200.0,2,11
18201,0,0,4.0,213,26,12,4491,924,400.0,2,11
18206,1,1,4.3,686,26,20,3010,1094,1000.0,2,11
18207,0,0,3.7,69,26,13,2331,384,700.0,2,11
18208,0,0,3.5,40,26,62,746,1163,400.0,2,11
18209,0,0,3.2,122,26,62,4255,873,200.0,2,11
18210,0,1,4.0,869,26,20,1849,1382,1100.0,2,11
18212,1,1,3.7,58,26,20,2367,522,1500.0,2,11
18213,1,0,3.9,461,78,16,1347,341,800.0,2,11
18214,1,0,4.3,783,20,62,2625,1163,300.0,2,11
18216,0,0,3.6,116,26,20,1046,82,650.0,2,11
18217,0,0,3.7,42,26,62,5066,560,400.0,2,11
18221,0,0,4.1,131,26,32,2219,778,400.0,2,11
18222,1,0,4.1,59,31,62,1402,1424,300.0,2,11
18231,0,0,3.8,29,26,62,692,822,350.0,2,11
18243,0,0,2.4,256,26,20,1844,1163,450.0,2,11
18251,1,0,3.8,96,78,13,135,421,600.0,2,11
18282,1,1,2.2,406,49,20,3160,1115,1000.0,2,11
18283,0,0,4.0,134,26,17,4528,431,600.0,2,11
18291,1,1,3.8,297,26,20,3471,1229,1200.0,2,11
18293,1,0,3.9,123,58,29,1283,1203,400.0,2,11
18296,1,0,3.6,104,8,13,700,405,800.0,2,11
18299,1,0,2.8,79,16,62,1750,1242,300.0,2,11
18304,1,1,4.4,712,66,20,4579,1096,1000.0,2,11
18308,1,0,2.8,185,26,13,4497,402,500.0,2,11
18309,1,1,4.1,201,26,5,1513,25,1500.0,2,11
18310,1,0,4.3,264,31,29,3516,861,400.0,2,11
18311,1,0,3.8,263,26,72,1963,519,700.0,2,11
18312,1,0,4.1,372,31,62,2246,1646,150.0,2,11
18316,1,0,3.8,405,26,62,166,1064,350.0,2,11
18318,0,1,3.8,108,78,4,3761,1203,1400.0,2,11
18320,1,0,2.4,129,26,13,597,440,600.0,2,11
18321,1,0,3.8,109,43,72,3819,1008,400.0,2,11
18322,1,0,2.1,252,26,29,3044,1393,500.0,2,11
18328,0,1,4.0,170,58,37,2066,607,1900.0,2,11
18336,0,0,2.8,50,58,62,473,841,400.0,2,11
18340,0,0,2.8,43,16,29,4799,1203,500.0,2,11
18343,1,1,4.2,1345,26,20,3796,1077,1700.0,2,11
18354,1,0,4.1,2415,26,46,4560,852,1400.0,2,11
18357,1,0,3.9,247,26,20,3233,522,650.0,2,11
18358,1,0,3.7,216,17,44,623,24,450.0,2,11
18365,1,0,3.7,133,77,62,827,1313,500.0,2,11
18366,1,0,3.5,98,26,20,4833,1216,600.0,2,11
18370,0,1,4.0,1724,16,48,1755,754,1600.0,2,11
18373,1,0,3.8,77,26,62,4173,65,250.0,2,11
18374,1,0,2.5,90,26,62,1893,236,300.0,2,11
18375,1,0,4.2,1855,26,13,2918,384,800.0,2,11
18378,1,1,4.4,689,49,22,705,8,1700.0,2,11
18379,0,0,4.0,284,31,13,1612,333,500.0,2,11
18380,0,0,3.7,287,58,20,2377,49,450.0,2,11
18381,0,0,3.7,73,58,62,265,1435,400.0,2,11
18391,0,0,3.5,217,31,62,899,1638,150.0,2,11
18392,0,0,3.7,45,31,20,351,1557,500.0,2,11
18401,0,0,2.8,118,16,20,1746,1441,450.0,2,11
18403,0,0,3.8,210,77,20,4797,1163,700.0,2,11
18405,0,0,2.8,93,58,20,2998,1224,500.0,2,11
18406,0,0,2.9,46,16,20,1867,1163,250.0,2,11
18407,0,0,3.4,46,16,20,2212,1163,1100.0,2,11
18410,0,0,2.9,31,31,62,30,1562,400.0,2,11
18411,0,0,3.1,63,77,69,4914,1128,150.0,2,11
18412,0,0,3.7,70,31,62,904,1378,200.0,2,11
18426,0,0,2.9,68,31,72,1753,1486,500.0,2,11
18451,0,0,4.0,391,16,62,3465,1220,500.0,2,11
18453,0,0,3.6,80,31,20,4180,1039,500.0,2,11
18466,1,0,3.8,69,8,20,397,1597,500.0,2,11
18467,1,0,4.0,220,59,13,2448,490,850.0,2,11
18470,1,0,2.9,48,26,1,4454,177,500.0,2,11
18471,1,1,3.8,198,49,20,3074,988,1600.0,2,11
18474,1,0,3.5,140,12,20,2730,1163,600.0,2,11
18487,1,0,4.3,203,26,72,2185,1475,600.0,2,11
18489,1,0,3.8,52,2,41,2013,1557,200.0,2,11
18490,1,1,4.8,1724,26,20,3860,1009,1200.0,3,11
18491,0,0,4.4,1099,26,17,1616,428,800.0,3,11
18492,1,0,4.7,2139,26,30,2341,962,400.0,3,11
18493,1,0,4.2,5299,26,1,1705,179,600.0,3,11
18494,1,0,4.2,1855,26,13,2918,384,800.0,3,11
18495,1,0,4.6,1689,26,33,2352,786,900.0,3,11
18496,0,0,4.9,2090,26,30,3794,962,400.0,3,11
18497,1,1,4.3,1236,26,14,2361,391,1000.0,3,11
18498,1,0,3.9,56,26,0,3580,175,500.0,3,11
18499,1,0,4.5,2686,26,33,4989,960,550.0,3,11
18500,0,0,4.1,540,26,30,4067,774,500.0,3,11
18501,0,0,4.6,922,26,30,2727,962,150.0,3,11
18503,1,0,4.4,845,26,29,4537,936,500.0,3,11
18504,0,0,4.2,311,26,13,5198,400,800.0,3,11
18505,0,0,4.2,583,26,13,5199,428,700.0,3,11
18506,1,0,4.4,275,26,30,2215,794,300.0,3,11
18507,1,0,4.3,374,26,30,1412,1644,400.0,3,11
18508,0,0,4.0,863,26,33,1183,776,800.0,3,11
18509,1,0,4.3,420,26,33,2218,784,400.0,3,11
18510,1,0,4.2,624,26,30,1794,772,300.0,3,11
18512,0,0,4.0,74,26,30,406,175,400.0,3,11
18513,1,0,4.3,127,26,30,2864,772,300.0,3,11
18514,1,0,4.3,78,26,30,1357,778,400.0,3,11
18515,1,0,4.0,289,26,30,2420,772,300.0,3,11
18516,0,0,4.6,206,26,30,3434,962,200.0,3,11
18517,1,1,4.0,210,26,13,681,476,800.0,3,11
18518,1,0,3.9,123,26,35,4123,1128,400.0,3,11
18519,1,0,4.0,567,26,11,4964,783,400.0,3,11
18520,0,0,3.9,149,26,30,1786,792,300.0,3,11
18521,0,0,3.9,82,26,62,4409,1030,300.0,3,11
18522,0,0,4.0,74,26,2,2355,181,400.0,3,11
18523,1,1,4.1,243,26,20,2497,1039,800.0,3,11
18524,1,0,4.1,332,26,22,642,664,800.0,3,11
18525,0,0,4.1,666,26,0,1791,181,500.0,3,11
18526,1,0,4.2,734,26,30,1327,772,300.0,3,11
18528,1,0,4.2,216,26,30,4246,796,500.0,3,11
18529,1,0,4.1,137,26,13,1870,348,750.0,3,11
18531,1,0,4.1,110,26,68,883,1128,150.0,3,11
18532,0,0,2.9,539,26,33,4478,785,500.0,3,11
18533,1,0,4.1,114,26,14,974,351,450.0,3,11
18538,1,0,4.0,48,26,29,958,181,500.0,3,11
18540,1,0,3.5,138,26,3,1779,187,400.0,3,11
18541,1,0,4.1,259,26,30,1920,778,300.0,3,11
18542,1,0,4.0,71,26,30,5175,772,400.0,3,11
18546,1,0,4.1,57,26,70,102,1128,200.0,3,11
18547,0,0,4.0,97,26,16,3347,1516,1100.0,3,11
18550,0,0,2.9,52,26,70,4120,1128,200.0,3,11
18551,0,0,3.9,49,26,13,2475,333,200.0,3,11
18553,0,0,3.9,71,26,72,1785,175,200.0,3,11
18554,1,0,2.9,59,26,13,1731,437,650.0,3,11
18555,1,0,3.8,102,26,30,2414,794,300.0,3,11
18556,0,0,3.8,80,26,30,1759,962,250.0,3,11
18559,1,0,2.9,48,26,1,4454,177,500.0,3,11
18561,0,0,4.0,134,26,17,4528,431,600.0,3,11
18562,0,0,4.1,131,26,32,2219,778,400.0,3,11
18569,1,0,3.8,83,26,30,1992,969,300.0,3,11
18580,1,0,4.3,888,16,29,1354,181,500.0,3,11
18581,1,0,3.9,89,77,29,4434,774,200.0,3,11
18584,1,0,2.9,229,31,66,3539,1465,250.0,3,11
18585,1,0,3.9,77,16,32,4517,778,300.0,3,11
18588,1,0,3.0,64,16,30,4449,799,200.0,3,11
